gvkey,fyear,datadate,conm,fic,cik,ein
257968,2000,20001231,DIGITAL GRAPHICS INC,KOR,NA,
257971,2000,20001231,GESCARTAO SGPS SA,PRT,NA,
257978,2000,20001231,WORLDSEC LTD,BMU,NA,
257998,1998,19981231,AREALINK CO LTD,JPN,NA,
257999,1999,20000531,ARTIST HOUSE HOLDINGS INC,JPN,NA,
258001,1999,19990630,QUESTUS LTD,AUS,NA,
258002,1999,19990630,GREAT ARTESIAN OIL & GAS LTD,AUS,NA,
258021,1995,19960331,KSL & INDUSTRIES LTD,IND,NA,
258040,1997,19980531,TACT HOME CO LTD,JPN,NA,
258078,1998,19981231,FAR EAST TELECOM CO,RUS,NA,
258080,1996,19961231,URALKALI PJSC,RUS,NA,
258118,2003,20030831,EZRA HOLDINGS LTD,SGP,NA,
258138,2003,20031231,ARIMA OPTOELECTRON,TWN,NA,
258139,2001,20011231,CAMEO COMMUNICATIO,TWN,NA,
258140,2002,20021231,CHIEN KUO CONSTRUC,TWN,NA,
258141,2001,20011231,CHIPBOND TECHNOLOGY,TWN,NA,
258142,2001,20011231,CYBERTAN TECHNOLOGY,TWN,NA,
258143,1999,19991231,E-LITECOM CO LTD,KOR,NA,
258144,2000,20001231,BND CO LTD,KOR,NA,
258146,2002,20021231,FINE BLANKING&TOOL,TWN,NA,
258147,2002,20021231,FORMOSA EPITAXY,TWN,NA,
258148,2001,20011231,HORIZON SECURITIES CO,TWN,NA,
258149,2003,20031231,GENERAL PLASTIC IND CO LTD,TWN,NA,
258150,2002,20021231,GOLDEN FRIENDS CO LTD,TWN,NA,
258151,1999,19991231,HANYANG ENG CO,KOR,NA,
258152,2002,20021231,HER CHEE INDUSTRIAL CO LTD,TWN,NA,
258154,2002,20021231,HSIN TAI GAS,TWN,NA,
258155,2002,20021231,IDEAL BIKE CORP,TWN,NA,
258156,2002,20021231,IN-WIN DEVELOPMENT,TWN,NA,
258157,2002,20021231,I-SHENG ELECTRIC W&C LTD,TWN,NA,
258158,2002,20021231,JANFUSUN FANCYWORLD,TWN,NA,
258160,2004,20040630,LAND AND MINERAL EXPL LTD,AUS,NA,
258161,2002,20021231,FOREBASE INTERNATIONAL HLDGS,HKG,NA,
258162,2002,20021231,LOYALTY FOUNDER EN,TWN,NA,
258163,2002,20021231,LUMAX INTERNATIONAL CORP,TWN,NA,
258164,2002,20021231,L.M. DEVELOPMENT CO LTD,TWN,NA,
258166,2002,20021231,MECHEMA CHEMICALS,TWN,NA,
258167,2002,20021231,MOTECH INDUSTRIES INC,TWN,NA,
258168,2002,20021231,YUNSHIN CONSTRUCTION,TWN,NA,
258169,1998,19981231,BOWA COMMERCIAL BANK,TWN,NA,
258170,2002,20021231,JIAN SIN INDUSTRIAL CO LTD,TWN,NA,
258172,2002,20021231,YOKO INTERNATIONAL CORP,TWN,NA,
258173,2002,20021231,PAN ASIA CHEMICAL,TWN,NA,
258175,1999,19991231,WOORI TECHNOLOGY INV CO,KOR,NA,
258176,2002,20021231,WISTRON CORP,TWN,NA,
258177,2002,20021231,PHOTRONICS SEMICONDUCTOR MAS,TWN,NA,
258178,2003,20030630,WAM RESEARCH LTD,AUS,NA,
258179,2002,20021231,WELLDONE COMPANY,TWN,NA,
258180,2002,20030228,RETVA LIMITED,NZL,NA,
258181,2002,20021231,WEI MON INDUSTRY,TWN,NA,
258182,2002,20021231,POWER QUOTIENT INT,TWN,NA,
258183,2002,20021231,PRIME ELEC & SATEL,TWN,NA,
258184,2002,20021231,WAFER WORKS CORP,TWN,NA,
258185,2002,20021231,UNITED RADIANT TECHNOLOGY,TWN,NA,
258186,2002,20021231,PROMATE ELECTRONIC,TWN,NA,
258188,2000,20000630,RABINOV PROPERTY TRUST,AUS,NA,
258189,2000,20001231,UI DISPLAY,KOR,NA,
258190,1997,19970630,QUANTUM HEALTH GROUP LTD,AUS,NA,
258191,2002,20021231,TRADE-VAN INFORMATION,TWN,NA,
258192,2003,20031231,RICH DEVELOPMENT CO LTD,TWN,NA,
258193,1999,19991231,TOTAL SOFT BANK LTD,KOR,NA,
258194,2002,20021231,ROSSMAX INTL,TWN,NA,
258195,2002,20021231,SCANDIC INTERNATIONAL CORP,TWN,NA,
258196,1995,19951231,SHINWHA INTERTEK,KOR,NA,
258197,2000,20000930,TOKAI CARBON KOREA,KOR,NA,
258198,2002,20021231,SIGURD MICROELECTR,TWN,NA,
258199,2003,20031231,TERA AUTOTECH CORP,TWN,NA,
258200,2002,20021231,SPORTON INTERNATIONAL,TWN,NA,
258201,2002,20021231,SUNFAC COMPUTER CO,TWN,NA,
258202,2002,20021231,SYNTECH INFORMATION,TWN,NA,
258203,2005,20051231,TA CHING SECURITIES,TWN,NA,
258204,2005,20051231,TA CHAN SECURITIES,TWN,NA,
258205,2002,20021231,TAIWAN CALSONIC,TWN,NA,
258206,2003,20031231,TAIWAN THICK-FILM,TWN,NA,
258207,2002,20021231,AECO TECHNOLOGY CO,TWN,NA,
258208,1999,19990630,NZX LIMITED,NZL,NA,
258220,2003,20031231,PIRAEUS PORT AUTHORITY,GRC,NA,
258238,1998,19980731,WINTEST CORP,JPN,NA,
258258,1998,19990228,PALEMO HOLDINGS CO LTD,JPN,NA,
258259,2004,20040731,TOKYU REIT INC,JPN,NA,
258279,2001,20011231,INVALDA INVL,LTU,NA,
258281,2001,20011231,STUMBRAS,LTU,NA,
258298,2003,20031231,DEVOTION ENERGY GROUP LTD,SGP,NA,
258299,2003,20031231,SUNNINGDALE PRECIS,SGP,NA,
258318,1998,19981231,AMAZONIA CELULAR,BRA,NA,
258321,1998,19990331,KOMEHYO CO LTD,JPN,NA,
258324,1998,19990331,NEC SYSTEM TECHS,JPN,NA,
258327,1999,19991231,SILEX TECHNOLOGY,JPN,NA,
258331,2002,20021231,ZAWOLZHSKI MOTORNY,RUS,NA,
258339,2005,20051231,MISR REFRIGERATION & AIR,EGY,NA,
258340,2000,20010331,OK ZIMBABWE,ZWE,NA,
258341,1995,19950630,RPC DATA LTD,BWA,NA,
258342,2005,20051231,UNILEVER GHANA,GHA,NA,
258343,2003,20040331,ZAMBIAN BREWERIES,ZMB,NA,
258378,2000,20001231,CHINA CITY INFRASTRUCTURE GR,CYM,NA,
258398,1998,19980930,AKINDO SUSHIRO CO LTD,JPN,NA,
258399,1998,19981231,GEXEED CO LTD,JPN,NA,
258400,1999,20000331,TOKYO CENTURY CORP,JPN,NA,
258401,1997,19980331,MORGANITE CRUCIBLE (INDIA),IND,NA,
258402,1998,19980930,SERIA CO LTD,JPN,NA,
258403,2002,20020930,SK-ELECTRONICS CO,JPN,NA,
258404,1998,19990331,TECHNO MEDICA CO,JPN,NA,
258418,2003,20030930,FINANCE ALL CORP,JPN,NA,
258419,2000,20000930,YUMESHIN HOLDINGS CO LTD,JPN,NA,
258438,2003,20030630,KUPANG RESOURCES LTD,AUS,NA,
258439,1999,19991231,FIRST JUKEN CO LTD,JPN,NA,
258440,2002,20020630,KIP MCGRATH EDUCATION CENTRE,AUS,NA,
258441,2003,20040331,MAG GARDEN CORP,JPN,NA,
258442,1998,19980731,MOSS INSTITUTE CO LTD,JPN,NA,
258443,2003,20030630,AF LEGAL GROUP LTD,AUS,NA,
258444,1999,19990731,NEW HOPE CORP LTD,AUS,NA,
258445,2001,20010831,SANEI INTL CO LTD,JPN,NA,
258446,2001,20011231,OANDO PLC,NGA,NA,
258458,2003,20030630,HOPEWELL HIGHWAY,CYM,NA,
258459,2003,20040331,HAZAMA ANDO CORP,JPN,NA,
258460,2003,20040331,TOKYU CONSTRUCTION CO LTD,JPN,NA,
258478,2004,20041231,TANDBERG STORAGE,NOR,NA,
258518,1999,20000331,YMOBILE CORP,JPN,NA,
258558,1999,20000331,I'ROM GROUP CO LTD,JPN,NA,
258559,2000,20010331,KAKAKU.COM INC,JPN,NA,
258560,1998,19980930,MEDINET CO LTD,JPN,NA,
258579,2001,20011231,PANTECH&CURITEL,KOR,NA,
258613,1999,19991231,CAMUZZI GAS PAMPEANA,ARG,NA,
258618,2004,20041231,FIRST JAMAICA INVESTMENTS,JAM,NA,
258619,2002,20030331,42 BELOW LTD,NZL,NA,
258620,2002,20021231,ACBEL POLYTECH INC,TWN,NA,
258621,2002,20021231,ATE ENERGY INTL CO LTD,TWN,NA,
258623,2002,20021231,AHLI BANK Q.S.C.,QAT,NA,
258624,2000,20001231,GE POWER INDIA LTD,IND,NA,
258625,1993,19931231,SOC ALUMINIUM,MAR,NA,
258626,2006,20060630,ATTOCK CEMENT PAKISTAN LTD,PAK,NA,
258627,2003,20031231,A-SONIC AEROSPACE LTD,SGP,NA,
258629,2001,20010630,AUSTRALIAN ETHICAL INV LTD,AUS,NA,
258630,2001,20020331,LOTTE INDIA CORP LTD,IND,NA,
258632,2002,20021231,PLANET TECHNOLOGY,TWN,NA,
258633,2008,20081231,BRITISH AMRCN TOBACCO (BGD),BGD,NA,
258634,2002,20021231,PLASTRON PRECISION,TWN,NA,
258636,2002,20021231,PORTWELL INC,TWN,NA,
258637,2003,20031231,PROF.COMPUTER TECH,TWN,NA,
258638,2003,20031231,PROTASCO BERHAD,MYS,NA,
258639,2000,20001231,QATAR ELECT & WATER,QAT,NA,
258641,2003,20031231,QATAR FUEL CO,QAT,NA,
258642,2003,20031231,QATAR GERMAN CO ME,QAT,NA,
258644,2002,20021231,QATAR INSURANCE CO,QAT,NA,
258645,2002,20020630,BESTWAY CEMENT CO LTD,PAK,NA,
258646,2003,20031231,QATAR INT ISLAM BK,QAT,NA,
258647,2002,20020630,BOOM LOGISTICS LTD,AUS,NA,
258648,2003,20031231,CP ALL PCL,THA,NA,
258649,2003,20031231,QATAR NAT NAVIGAT,QAT,NA,
258650,2003,20031231,QATAR REAL ESTATE INVT CO,QAT,NA,
258651,2004,20040630,CANAL SHIPPING AGENCIES SA,EGY,NA,
258652,2003,20031231,Z-COM INC,TWN,NA,
258653,2002,20021231,CAPITAL & CREDIT MERCHANT BK,JAM,NA,
258654,2002,20021231,WISTRON NEWEB CORP,TWN,NA,
258656,2002,20021231,CHUNG LIEN TRANSPORTATION CO,TWN,NA,
258657,1997,19980331,WELSPUN CORP LTD,IND,NA,
258658,2006,20061231,DEPORTES CLUB GOLF SANTIAGO,CHL,NA,
258660,2002,20021231,EMPRESAS LA POLAR SA,CHL,NA,
258661,2000,20010331,VIJAYA BANK,IND,NA,
258663,2003,20031231,QATAR SHIPPING,QAT,NA,
258664,1996,19961231,ITAU CORPBANCA,CHL,1276671,
258666,2001,20011231,TUL CORP,TWN,NA,
258667,2001,20011231,DOHA INSURANCE,QAT,NA,
258668,2004,20040630,DREAMWORLD LTD,PAK,NA,
258669,2002,20020630,EGYPTIAN IRON & STEEL,EGY,NA,
258670,1995,19951231,EL AL ISRAEL AIRLINES LTD,ISR,NA,
258672,2002,20021231,RENAISSANCE SERVIC,OMN,NA,
258673,2002,20021231,FLEXIUM INTERCONNECT INC,TWN,NA,
258674,2003,20030630,FREIGHTWAYS LTD,NZL,NA,
258676,2001,20011231,FRUTAROM INDUSTRIES,ISR,NA,
258680,2002,20021231,GLORIA MATERIAL TECHNOLOGY,TWN,NA,
258681,1999,19991231,SEPROD LTD,JAM,NA,
258683,2001,20020331,GODREJ CONSUMER PRODUCT,IND,NA,
258684,2001,20011231,SHIH WEI NAVIGATIO,TWN,NA,
258694,2001,20020331,INDIAN OVERSEAS BK,IND,NA,
258696,2005,20051231,INDUSTRIES OF QATAR,QAT,NA,
258697,2002,20021231,SINAI CEMENT CO,EGY,NA,
258698,2002,20021231,SP CHEMICALS LTD,SGP,NA,
258700,2000,20001231,SPECIALISED INVT COMPOUNDS,JOR,NA,
258701,2002,20021231,INTL SEMICONDUCTOR TECH,TWN,NA,
258702,1998,19981231,SRI LANKA TELECOM,LKA,NA,
258703,1997,19980331,INVESTEC BANK LTD,ZAF,NA,
258707,2001,20011231,JAMAICA PRODUCERS GROUP,JAM,NA,
258708,2000,20010331,SYNGENTA INDIA PVT,IND,NA,
258709,2000,20010331,MEILLEURE HEALTH INTL IND GR,BMU,NA,
258710,2003,20031231,THITIKORN PCL,THA,NA,
258713,2003,20031231,UNITED DEVELOPMENT CO,QAT,NA,
258714,2000,20001231,JORDAN INVESTMENT TRUST,JOR,NA,
258715,1996,19970331,JUPITER BIOSCIENCE LTD,IND,NA,
258718,1998,19981231,SIMINN HF,ISL,NA,
258720,2005,20060331,LANKA HOSPITAL CORP,LKA,NA,
258723,2002,20030331,NELCO,IND,NA,
258725,1997,19980331,MAHARASHTRA SEAMLESS LTD,IND,NA,
258726,2007,20071231,MATRIX IT LTD,ISR,NA,
258727,2001,20020331,MATRIX LABORATORIES LTD,IND,NA,
258728,2003,20030630,ATW HOLDINGS LTD,AUS,NA,
258729,2000,20010331,NEXT MEDIAWORKS LTD,IND,NA,
258730,2000,20010331,MOTHERSON SUMI SYSTEMS LTD,IND,NA,
258732,1998,19981231,NEDBANK LIMITED,ZAF,NA,
258734,2003,20031231,NAIM HLDGS BERHAD,MYS,NA,
258735,2003,20031231,NEGOCIOS E INMUEBL,PER,NA,
258736,1997,19980331,NATIONAL FERTILIZERS LTD,IND,NA,
258737,2004,20041231,ALIJARAH HOLDING (Q.P.S.C.),QAT,NA,
258738,2000,20010331,NMDC LTD,IND,NA,
258740,2000,20001231,NATIONAL POULTRY,JOR,NA,
258758,2000,20001031,CARE 21 CORP,JPN,NA,
258759,2003,20030630,NKWE PLATINUM,BMU,1449584,
258778,2009,20091231,WARBA INSURANCE CO,KWT,NA,
258779,2000,20001231,UNITED GULF INVESTMENT CORP,BHR,NA,
258780,2005,20051231,UNION REAL ESTATE CO,KWT,NA,
258781,2001,20020331,UNIMER,MAR,NA,
258782,2008,20081231,SIF 3 TRANSILVANIA SA,ROU,NA,
258783,1997,19971231,STANDARD CHARTERED BK GHANA,GHA,NA,
258784,1999,19991231,SOCIETE GENERALE GHANA LTD,GHA,NA,
258785,2004,20041231,OMV PETROM,ROU,NA,
258786,2006,20061231,SINGER BANGLADESH LTD,BGD,NA,
258787,2003,20031231,PRIME BANK LTD,BGD,NA,
258790,2003,20031031,OSOUL INVESTMENT CO,KWT,NA,
258791,2006,20061231,SIF OLTENIA SA,ROU,NA,
258792,2002,20021231,NATIONAL IND CO FOR BUILDING,KWT,NA,
258793,2003,20031231,SIF 2 MOLDOVA SA,ROU,NA,
258794,2011,20111231,MISR CEMENT (QENA),EGY,NA,
258795,1999,19991231,LA MAROCAINE VIE SA,MAR,NA,
258796,2001,20011231,FIRST INVESTMENT CO,KWT,NA,
258797,2005,20051231,AAYAN LEASING &INV,KWT,NA,
258798,2002,20021031,LETSHEGO HOLDINGS LTD,BWA,NA,
258799,2004,20041231,ABC HOLDINGS LTD,BWA,NA,
258802,2005,20051231,ALKOUT INDUSTRIAL PROJECTS,KWT,NA,
258803,2003,20031031,AL-ENMAA REAL ESTA,KWT,NA,
258804,2000,20001231,AL-MAL INVESTMENT CO,KWT,NA,
258805,2004,20041231,KUWAIT REAL ESTATE CO,KWT,NA,
258806,2002,20021231,INJAZZAT REAL ESTATE DEV CO,KWT,NA,
258807,2002,20021231,ALMASSALEH REAL ES,KWT,NA,
258808,2004,20040831,EDUCATIONAL HOLDING GROUP,KWT,NA,
258809,2004,20041231,AP ENTERPRISES LTD,CYP,NA,
258810,2002,20021231,KUWAIT COMMERCIAL COMPLEX,KWT,NA,
258811,2005,20051231,ARAB POLVARA SPIN,EGY,NA,
258814,1997,19971231,BANAT CRISANA SIF,ROU,NA,
258815,2001,20011231,KUWAIT GULF LINKS,KWT,NA,
258816,2003,20031231,BAYAN INVEST CO,KWT,NA,
258817,2009,20091231,BIF,HUN,NA,
258818,2000,20001231,JORDAN HOTEL & TOURISM CO,JOR,NA,
258819,1999,19991231,BRANOMA (BRASSERIES DU NORD),MAR,NA,
258820,2005,20051231,JEEZAN HOLDING CO K.S.C.C,KWT,NA,
258821,2005,20051231,CONTRACT & MARINE,KWT,NA,
258823,1999,19991231,EASTERN BANK,BGD,NA,
258826,2004,20041231,FJARFESTINGARFELAGIO ATORK,ISL,NA,
258829,2003,20031231,GERSAN ELEKTRIK TICARET,TUR,NA,
258830,1999,19991231,GCB BANK LIMITED,GHA,NA,
258832,1999,19990630,GUINNESS GHANA BREWERIES LTD,GHA,NA,
258833,1999,19991231,GULF INV HOUSE CO,KWT,NA,
258835,2002,20021231,GULFINVEST INT,KWT,NA,
258836,2002,20030331,HEMAS HOLDING,LKA,NA,
258837,2002,20021231,AUTOMATED SYS CO,KWT,NA,
258858,2001,20010630,JB HI-FI,AUS,NA,
258878,2003,20040131,ASTRO ALL ASIA NETWORK PLC,GBR,NA,
258898,2000,20001231,ATRESMEDIA CORP DE MEDIOS,ESP,NA,
258918,2001,20010630,FARSANDS SOLUTIONS LTD,AUS,NA,
258919,2001,20011231,MIKIKOGYO CO LTD,JPN,NA,
258920,1999,20000331,SAINT-CARE HOLDING CORP,JPN,NA,
258938,2003,20031231,PENTAMASTER CORP,MYS,NA,
258998,1994,19941231,XIAMEN XIANGYU CO LTD,CHN,NA,
258999,2003,20030630,AUSTRALIAN LEISURE & HOSPTLY,AUS,NA,
259000,1998,19981231,YONYOU NETWORK TECHNOLOGY CO,CHN,NA,
259001,1995,19951231,BEIQI FOTON MOTOR CO LTD,CHN,NA,
259002,2003,20030630,CAZALY RESOURCES LTD,AUS,NA,
259003,2002,20020630,HEALTHLINX LTD,AUS,NA,
259004,1997,19971231,FUJIAN EXPRESSWAY DEV CO LTD,CHN,NA,
259005,1993,19931231,FUYAO GLASS IND GROUP CO LTD,CHN,NA,
259006,2004,20040630,ORION MINERALS LTD,AUS,NA,
259007,2000,20001231,GUANGZHOU BAIYUN INTL AIRPRT,CHN,NA,
259008,1997,19971231,HUAGONG TECH CO LTD,CHN,NA,
259009,2002,20020630,ITL HEALTH GROUP LTD,AUS,NA,
259010,1994,19941231,LUCKY FILM CO LTD,CHN,NA,
259011,2003,20030630,RED METAL LTD,AUS,NA,
259012,1993,19931231,CHANGJIANG PUBLISHING & MEDI,CHN,NA,
259013,2000,20001231,SAUDI TELECOM CO,SAU,NA,
259014,1999,20000331,SCINEX CORP,JPN,NA,
259015,1994,19941231,SGIS SONGSHAN COMPANY LTD,CHN,NA,
259016,1999,19991231,SHANGHAI AIRLINES CO LTD,CHN,NA,
259017,1993,19931231,TOP ENERGY CO LTD SHANXI,CHN,NA,
259019,1998,19981031,GIG WORKS INC,JPN,NA,
259020,1996,19961231,TIANJIN FAW XIALI AUTOMOBILE,CHN,NA,
259038,2003,20031231,WEIQIAO TEXTILE CO LTD,CHN,NA,
259059,2000,20001231,AL JAZIRAH SERVICES CO,OMN,NA,
259060,2000,20000630,ARAFURA RESOURCES,AUS,NA,
259062,1996,19970331,BRITISH AMER TOBACCO ZIMBABW,ZWE,NA,
259063,2002,20020630,RESOURCE GENERATION LTD,AUS,NA,
259065,1999,19991231,GAN SU JIU STEEL GP HONGXING,CHN,NA,
259066,1999,19991231,HONG YUAN SECURITIES,CHN,NA,
259067,2003,20030630,ACER ENERGY LTD,AUS,NA,
259068,1999,20000229,MORESCO CORP,JPN,NA,
259069,2004,20040630,AUSTRALIAN WHISKY HOLDINGS,AUS,NA,
259070,2002,20020630,OILEX LTD,AUS,NA,
259071,2001,20011231,OMAN CHLORINE CO,OMN,NA,
259072,1999,20000331,OMAN INV & FINANCE,OMN,NA,
259073,2002,20020630,PHARMAXIS LTD,AUS,1301357,
259074,1999,19991231,BRIGHT DAIRY & FOOD CO LTD,CHN,NA,
259075,2003,20030630,DANAKALI LTD,AUS,NA,
259076,1997,19970630,TASSAL GROUP,AUS,NA,
259077,2001,20010630,JUPITER ENERGY LTD,AUS,NA,
259098,2004,20041231,BERGER PAINTS (JA),JAM,NA,
259099,2003,20031231,PORTICO INTL HLDGS LTD,BMU,NA,
259100,2008,20081231,ROLAST,ROU,NA,
259101,2003,20030630,IODM LTD,AUS,NA,
259138,1999,20000331,SATUDORA HOLDINGS CO LTD,JPN,NA,
259158,2003,20031231,GETIN HOLDING SA,POL,NA,
259159,2002,20021231,KOFOLA CESKOSLOVENSKO AS,CZE,NA,
259160,2002,20021231,IMPEL SA,POL,NA,
259178,1998,19981231,VERISIGN JAPAN KK,JPN,NA,
259179,2007,20070630,UNITED BASALT PRODUCTS,MUS,NA,
259180,2006,20061231,TOTAL COTE D'IVOIRE SA,CIV,NA,
259181,2003,20031231,THAI OLEFIN PUBLIC,THA,NA,
259182,2002,20030331,THAI MITSUWA,THA,NA,
259184,2003,20031231,SC ASSET CORP,THA,NA,
259185,2002,20020630,REPCO CORP,AUS,NA,
259186,2003,20031231,MFEC PUBLIC CO LTD,THA,NA,
259187,2003,20031231,MASTER AD PCL,THA,NA,
259188,2003,20031231,INTL RESEARCH CORP,THA,NA,
259190,2004,20040630,PULSE HEALTH LTD,AUS,NA,
259191,2004,20040630,ALE PROPERTY GROUP,AUS,NA,
259192,2003,20031231,ADVANCED INFO TECH,THA,NA,
259198,2000,20001231,ANXIN-CHINA HOLDINGS LTD,CYM,NA,
259199,2003,20031231,CHINA RES PWR HLDG,HKG,NA,
259200,2004,20040630,PROSPERITY RESOURC,AUS,NA,
259238,2002,20021231,MONSTERMOB GROUP PLC,GBR,NA,
259239,2003,20040531,SANKYO TATEYAMA INC,JPN,NA,
259258,2003,20031231,DWL RESOURCES BHD,MYS,NA,
259259,2001,20011231,APPLE INTL CO LTD,JPN,NA,
259260,1998,19980731,ASTINO BHD,MYS,NA,
259261,2002,20020630,AUSQUEST LTD,AUS,NA,
259262,1996,19960630,INEOS STYROLUTION INDIA LTD,IND,NA,
259263,2003,20031231,BLD PLANTATION BHD,MYS,NA,
259264,2003,20031231,CAELY HLDGS BHD,MYS,NA,
259265,1998,19990331,CENTURY BOND BHD,MYS,NA,
259266,1998,19981231,COASTAL CONTRACTS,MYS,NA,
259267,2000,20000630,CODAN LTD,AUS,NA,
259268,1999,20000331,CYBER FIRM INC,JPN,NA,
259269,2002,20020831,PARLO BHD,MYS,NA,
259270,2003,20030930,DIGISTAR CORP BHD,MYS,NA,
259271,2003,20040331,DOMINANT ENTERPRISE BHD,MYS,NA,
259272,2003,20040229,DXN HLDGS BHD,MYS,NA,
259273,2003,20031231,ENGLOTECHS HLDG BHD,MYS,NA,
259274,2003,20031231,PRG HOLDINGS BHD,MYS,NA,
259275,1999,19991231,GLOBAL CARRIERS BHD,MYS,NA,
259276,2003,20030731,HIAP TECK VENTURE BHD,MYS,NA,
259277,2003,20031231,HOP FUNG GROUP HLDGS,CYM,NA,
259278,2002,20030331,HYTEX INTEGRATED BHD,MYS,NA,
259279,2003,20031231,IFCA MSC BHD,MYS,NA,
259280,2003,20031231,JAG BHD,MYS,NA,
259281,1997,19980331,ZICOM ELECTRONIC SECURITY,IND,NA,
259282,2003,20031231,JOHORE TIN,MYS,NA,
259283,2003,20040331,TOYO INK GROUP BHD,MYS,NA,
259284,2003,20031231,MAYBANK KIM ENG SEC (THA) PC,THA,NA,
259285,2003,20031231,KNM GROUP BHD,MYS,NA,
259286,2000,20001231,SUPERCOMNET TECHNO,MYS,NA,
259287,2001,20020331,BIRLASOFT LTD,IND,NA,
259288,1998,19980930,SHINOZAKIYA INC,JPN,NA,
259289,2003,20031231,LFE CORP BHD,MYS,NA,
259290,2003,20031231,YBS INTERNATIONAL BHD,MYS,NA,
259291,2002,20021231,EVOC INTELLIGENT TECH CO LTD,CHN,NA,
259292,2003,20031231,LUSTER INDUSTRIES,MYS,NA,
259293,2003,20031231,PMB TECHNOLOGY BHD,MYS,NA,
259294,2003,20031231,PJBUMI BHD,MYS,NA,
259295,2003,20031231,PARADE SEASON BHD,MYS,NA,
259296,1994,19941231,MED PAPER,MAR,NA,
259297,2000,20010331,NOVA MSC BERHAD,MYS,NA,
259298,2004,20041031,NOMURA REAL ESTATE OFFICE,JPN,NA,
259299,2002,20020930,NIHON FALCOM CORP,JPN,NA,
259301,1998,19990331,NIHON CERATEC CO,JPN,NA,
259318,2001,20020331,STB LEASING CO,JPN,NA,
259378,1996,19970430,BARING EMERGING EU,GBR,NA,
259379,2003,20031231,BEAUTY CHINA HLDGS,CYM,NA,
259380,1999,20000331,JAPAN PETROLEUM EX,JPN,NA,
259381,2004,20040630,UIL LTD,BMU,NA,
259382,2002,20021231,WOLFSON MICROELECTRONICS PLC,GBR,NA,
259418,2003,20030630,STONE RESOURCES AUS LTD,AUS,NA,
259419,2004,20040630,ALLIED GOLD MINING PLC,GBR,NA,
259420,1996,19961231,ARM CEMENT LTD,KEN,NA,
259421,2000,20010331,BANDAI NETWORKS CO LTD,JPN,NA,
259422,1995,19960331,STANBIC HOLDINGS PLC,KEN,NA,
259423,2003,20030630,COUGAR METALS NL,AUS,NA,
259424,2003,20030630,HANNANS LTD,AUS,NA,
259425,2001,20011231,INVOCARE LTD,AUS,NA,
259426,1998,19980630,IOOF HOLDINGS LTD,AUS,NA,
259427,1998,19990228,KARULA CO LTD,JPN,NA,
259428,2001,20010630,LANDMARK WHITE LTD,AUS,NA,
259429,2002,20020630,BLACK ROCK MINING LTD,AUS,NA,
259430,2006,20060630,MUMIAS SUGAR CO LTD,KEN,NA,
259431,1998,19990331,UT GROUP CO LTD,JPN,NA,
259432,2001,20020331,ONCOTHERAPY SCIENCE INC,JPN,NA,
259433,2004,20040630,PIONEER RES LTD,AUS,NA,
259434,2005,20051231,SOGB SA,CIV,NA,
259435,2003,20030630,TRAKA RESOURCES LTD,AUS,NA,
259436,2003,20030630,TRITTON RESOURCES LTD,AUS,NA,
259437,2003,20030630,USCOM LTD,AUS,NA,
259438,2005,20051231,UTTARA BANK LTD,BGD,NA,
259439,2000,20000630,IVS HOLDINGS LTD,AUS,NA,
259440,2000,20010331,VIRGIN AUSTRALIA HLDGS LTD,AUS,NA,
259441,1993,19931231,ZHUHAI ZHONGFU ENTERPRISE CO,CHN,NA,
259478,2001,20011231,APLIX CORP,JPN,NA,
259479,2003,20031231,CHONBURI CONCRETE PRODUCT,THA,NA,
259480,2004,20040630,MEDICAL DEV INTL,AUS,NA,
259481,2003,20031231,PACK DELTA PUBLIC,THA,NA,
259482,2004,20040630,PREMIUM INVESTORS,AUS,NA,
259483,2003,20031231,ASSET FIVE GROUP PUBLIC CO,THA,NA,
259484,2003,20031231,RPCG PCL,THA,NA,
259485,2003,20031231,SAMART DIGITAL PUBLIC CO,THA,NA,
259486,2003,20031231,SINGHA PARATECH PU,THA,NA,
259487,2003,20031231,T.K.S. TECHNOLOGIES PUB CO,THA,NA,
259488,2003,20031231,TYCOONS WORLDWIDE GROUP,THA,NA,
259489,2003,20031231,UNIVANICH PALM OIL,THA,NA,
259490,1998,19990531,DAIKOKUTENBUSSAN C,JPN,NA,
259491,1999,19990731,GENERAL PACKER CO,JPN,NA,
259492,1999,20000531,HONEYS HOLDINGS CO LTD,JPN,NA,
259493,1998,19990228,LAND CO LTD,JPN,NA,
259494,1998,19980831,NAFCO CO LTD,JPN,NA,
259495,2000,20001231,SBS HOLDINGS INC,JPN,NA,
259496,1999,20000331,SITE SUPPORT INSTI,JPN,NA,
259497,2002,20020630,SOIKEN INC,JPN,NA,
259501,2003,20031231,HWA FONG RUBBER(TH,THA,NA,
259503,2003,20031231,CHINA LIFE INSURANCE (CHN),CHN,1268896,
259518,2003,20031231,JANUS HENDERSON GROUP PLC,JEY,1274173,98-1376360
259539,2003,20031231,ASIA ENVIRONMENT HLDGS,SGP,NA,
259540,2000,20001231,BEIJING SANYUAN FOODS CO LTD,CHN,NA,
259541,2002,20021231,CHINA YANGTZE POWER CO,CHN,NA,
259542,2003,20031231,EBWORX BHD,MYS,NA,
259543,2003,20031231,ZIJIN MINING GROUP CO LTD,CHN,NA,
